row_id,order_key,customer_key,product_key,ship_key,time_key,sales
1898,931,363,1178,805,230,29.808
1899,931,363,1179,805,230,505.176
1900,931,363,439,805,230,174.0585
1901,932,477,912,806,878,191.88
1902,933,109,1180,807,929,14.78
1903,934,461,645,808,1355,5.184
1904,934,461,1181,808,1355,478.48
1905,934,461,937,808,1355,28.4
1906,935,551,419,809,1355,909.12
1907,936,533,1182,810,836,2.952
1908,936,533,492,810,836,27.018
1909,937,460,1183,811,381,136.92
1910,938,552,1184,812,1413,18.96
1911,939,35,218,813,1015,99.39
1912,940,396,1185,814,1245,273.896
1913,940,396,1186,814,1245,597.132
1914,941,553,247,815,13,149.95
1915,942,358,1187,816,1181,4.608
1916,942,358,901,816,1181,15.528
1917,942,358,640,816,1181,11.952
1918,943,457,373,817,649,11.65
1919,944,540,1188,818,640,299.9
1920,945,554,1189,819,1290,895.92
1921,945,554,1190,819,1290,462.564
1922,946,90,1191,415,614,15.008
1923,947,555,1192,820,886,863.64
1924,947,555,398,820,886,47.616
1925,948,269,335,821,1400,92.94
1926,949,353,296,822,1129,199.98
1927,950,412,1193,249,858,177.48
1928,951,303,418,823,1393,88.768
1929,952,92,1194,824,1136,6.48
1930,952,92,244,824,1136,46.51
1931,952,92,904,824,1136,659.976
1932,953,114,1195,744,1027,271.992
1933,954,278,1196,825,1279,145.74
1934,954,278,51,825,1279,15.4
1935,955,353,1159,826,1392,244.55
1936,955,353,1197,826,1392,166.16
1937,956,473,876,827,487,14.73
1938,957,556,1198,318,886,19.968
1939,957,556,1199,318,886,33.488
1940,957,556,25,318,886,8.736
1941,957,556,158,318,886,662.88
1942,958,435,199,828,1302,47.36
1943,958,435,457,828,1302,27.44
1944,958,435,752,828,1302,3.24
1945,959,106,1017,829,869,95.968
1946,959,106,1146,829,869,10.368
1947,960,557,333,416,1306,23.1
1948,960,557,1138,416,1306,11.54
1949,960,557,412,416,1306,254.526
1950,960,557,96,416,1306,12.98
1951,960,557,926,416,1306,26.432
1952,960,557,782,416,1306,197.97
1953,960,557,1043,416,1306,18.9
1954,960,557,464,416,1306,1282.41
1955,960,557,1200,416,1306,4.92
1956,960,557,1201,416,1306,238.0
1957,960,557,202,416,1306,167.97
1958,960,557,1118,416,1306,17.12
1959,961,356,807,830,1314,16.2
1960,961,356,1202,830,1314,33.99
1961,961,356,1090,830,1314,296.85
1962,961,356,1203,830,1314,112.8
1963,961,356,1204,830,1314,13.71
1964,961,356,1026,830,1314,24.9
1965,961,356,622,830,1314,286.29
1966,961,356,1205,830,1314,24.18
1967,962,204,540,831,1416,281.97
1968,962,204,1206,831,1416,69.5
1969,962,204,163,831,1416,166.44
1970,963,218,172,313,1327,291.96
1971,964,530,1127,832,1187,6.408
1972,964,530,172,832,1187,408.744
1973,965,558,1207,833,337,5.104
1974,965,558,805,833,337,2.896
1975,965,558,1208,833,337,35.016
1976,966,128,197,834,280,275.97
1977,966,128,1209,834,280,1394.95
1978,966,128,1210,834,280,545.88
1979,967,212,1211,835,470,5.248
1980,968,447,285,836,803,933.536
1981,968,447,231,836,803,42.976
1982,969,153,621,837,685,3.76
1983,970,160,1212,838,326,479.96
1984,971,430,651,839,318,320.88
1985,971,430,741,839,318,23.88
1986,971,430,1071,839,318,26.76
1987,972,559,307,840,903,1439.976
1988,973,549,1213,841,650,17.22
1989,973,549,1214,841,650,1024.38
1990,973,549,1215,841,650,26.22
1991,973,549,1216,841,650,17.34
1992,974,559,926,842,1116,4.956
1993,975,530,430,394,1237,71.04
1994,975,530,1217,394,1237,5.344
1995,975,530,1218,394,1237,11.304
1996,976,560,1219,843,1397,294.62
1997,976,560,494,843,1397,8.752
1998,977,541,548,844,32,15.0
1999,977,541,298,844,32,161.61
2000,977,541,1130,844,32,144.95
2001,978,561,98,845,1162,199.95
2002,978,561,1055,845,1162,41.86
2003,979,528,912,846,1420,95.94
2004,979,528,65,846,1420,304.45
2005,980,338,93,845,1162,11.364
2006,981,339,754,135,354,29.68
2007,981,339,235,135,354,47.53
2008,982,497,1220,527,1276,183.372
2009,983,441,1040,847,308,4.224
2010,983,441,78,847,308,333.056
2011,983,441,566,847,308,24.896
2012,984,562,591,848,682,159.984
2013,984,562,1221,848,682,46.344
2014,985,563,1132,32,957,350.98
2015,985,563,1222,32,957,13.08
2016,985,563,907,32,957,900.08
2017,986,319,1046,849,422,17.568
2018,986,319,3,849,422,14.62
2019,986,319,1060,849,422,33.36
2020,986,319,187,849,422,40.14
2021,987,564,519,850,958,1606.23
2022,987,564,127,850,958,17.04
2023,987,564,730,850,958,49.53
2024,987,564,636,850,958,872.32
2025,988,422,980,851,1293,239.12
2026,989,508,632,852,416,141.96
2027,990,92,341,177,947,33.024
2028,990,92,543,177,947,67.136
2029,991,324,186,28,667,14.73
2030,991,324,1223,28,667,104.9
2031,991,324,786,28,667,61.04
2032,991,324,1030,28,667,10.95
2033,992,335,708,11,1039,9.392
2034,992,335,1133,11,1039,9.328
2035,993,565,864,313,1329,8.26
2036,993,565,52,313,1329,269.97
2037,994,195,365,853,372,29.04
2038,994,195,1101,853,372,14.62
2039,995,382,1224,854,510,11.952
2040,995,382,871,854,510,4.536
2041,995,382,786,854,510,9.156
2042,995,382,1156,854,510,75.36
2043,996,183,1225,855,613,57.504
2044,997,479,925,133,1383,38.864
2045,998,11,989,856,218,15.552
2046,999,566,724,265,895,162.64
2047,999,566,257,265,895,597.0
2048,999,566,418,265,895,55.48
2049,1000,243,29,857,532,289.8
2050,1000,243,758,857,532,2.502
2051,1000,243,807,857,532,6.48
2052,1000,243,1226,857,532,341.488
2053,1000,243,325,857,532,11.12
2054,1000,243,1227,857,532,25.344
2055,1001,503,1138,858,1031,17.31
2056,1002,237,1228,859,1417,199.95
2057,1002,237,630,859,1417,1586.69
2058,1002,237,107,859,1417,84.99
2059,1002,237,122,859,1417,411.8
2060,1003,56,1229,860,293,11.34
2061,1003,56,1230,860,293,80.3
2062,1003,56,1231,860,293,15.968
2063,1003,56,1232,860,293,64.74
2064,1003,56,1233,860,293,19.296
2065,1003,56,538,860,293,405.64
2066,1003,56,1226,860,293,146.352
2067,1003,56,1131,860,293,251.91
2068,1003,56,1025,860,293,12.39
2069,1004,234,1234,861,445,199.96
2070,1004,234,1235,861,445,710.832
2071,1005,567,626,862,899,1.941
2072,1006,568,368,792,1385,283.92
2073,1007,569,1204,87,1026,7.312
2074,1008,490,1236,863,1372,59.97
2075,1008,490,1237,863,1372,761.544
2076,1009,310,276,864,324,58.2
2077,1010,570,227,650,1316,39.9
2078,1010,570,96,650,1316,90.86
2079,1010,570,275,650,1316,94.85
2080,1011,334,1238,865,695,106.232
2081,1011,334,600,865,695,111.984
2082,1011,334,764,865,695,7.712
2083,1012,243,911,866,1115,37.44
2084,1013,526,430,867,316,23.68
2085,1014,6,581,868,872,122.12
2086,1014,6,1239,868,872,18.45
2087,1014,6,392,868,872,324.9
2088,1014,6,1159,868,872,146.73
2089,1014,6,1240,868,872,3.96
2090,1015,200,1241,869,636,5.76
2091,1016,571,609,870,1257,26.55
2092,1016,571,1117,870,1257,310.443
2093,1017,89,993,847,310,479.9
2094,1018,498,506,871,445,12.88
2095,1019,12,1242,872,666,13.12
2096,1020,18,1243,873,834,511.84
2097,1020,18,1244,873,834,91.96
2098,1020,18,450,873,834,8.34
2099,1021,77,954,874,1311,37.68
2100,1021,77,1136,874,1311,279.944
2101,1022,410,1245,875,62,636.408
2102,1022,410,1063,875,62,83.168
2103,1023,572,395,876,189,259.136
2104,1024,313,448,877,1144,221.92
2105,1024,313,198,877,1144,26.0
2106,1025,573,975,878,262,15.552
2107,1026,429,237,879,258,0.876
2108,1027,66,369,880,641,19.98
2109,1027,66,897,880,641,398.352
2110,1027,66,1246,880,641,5.04
2111,1027,66,204,880,641,17.45
2112,1027,66,39,880,641,323.136
2113,1027,66,559,880,641,29.7
2114,1027,66,1247,880,641,1295.84
2115,1027,66,1248,880,641,46.84
2116,1027,66,1249,880,641,425.833
2117,1028,344,1111,881,623,209.67
2118,1029,574,394,32,958,159.88
2119,1030,339,219,882,1164,5.28
2120,1030,339,1189,882,1164,895.92
2121,1031,466,745,883,1068,2.808
2122,1032,81,52,590,1374,215.976
2123,1033,383,367,884,1326,241.96
2124,1033,383,86,884,1326,27.72
2125,1034,383,1250,259,1396,104.68
2126,1034,383,1251,259,1396,62.958
2127,1035,575,358,885,164,86.376
2128,1036,452,1252,415,615,64.944
2129,1036,452,1005,415,615,20.736
2130,1037,576,1253,886,131,33.28
2131,1037,576,1254,886,131,38.52
2132,1037,576,892,886,131,139.86
2133,1038,298,1255,7,661,19.65
2134,1039,577,14,114,671,152.991
2135,1039,577,970,114,671,10.584
2136,1039,577,1256,114,671,94.92
2137,1040,578,1257,887,702,14.76
2138,1040,578,1204,887,702,3.656
2139,1041,559,594,888,1381,146.82
2140,1042,266,351,889,148,149.544
2141,1042,266,1258,889,148,17.14
2142,1042,266,1259,889,148,991.764
2143,1043,159,70,890,940,30.48
2144,1043,159,126,890,940,23.988
2145,1043,159,128,890,940,16.688
2146,1044,379,229,891,874,422.058
2147,1044,379,133,891,874,38.088
2148,1044,379,46,891,874,254.352
2149,1045,577,785,892,335,43.31
2150,1046,158,1260,893,1151,84.95
2151,1047,579,914,760,1384,233.058
2152,1048,580,405,894,317,111.79
2153,1049,482,1026,7,663,14.94
2154,1050,113,609,895,892,14.16
2155,1051,409,1156,896,819,22.608
2156,1052,446,295,897,903,21.48
2157,1053,232,750,772,163,501.81
2158,1053,232,399,772,163,161.94
2159,1054,72,1261,230,1355,17.856
2160,1055,230,909,597,942,8.808
2161,1056,110,1072,898,833,79.384
2162,1057,109,1262,899,708,34.58
2163,1058,581,1079,900,1133,314.55
2164,1059,67,658,64,982,191.976
2165,1059,67,1263,64,982,8.288
2166,1059,67,584,64,982,139.92
2167,1059,67,1168,64,982,15.872
2168,1059,67,308,64,982,6.286
2169,1060,582,513,901,1088,14.016
2170,1060,582,702,901,1088,71.976
2171,1060,582,161,901,1088,107.982
2172,1061,19,636,792,1384,305.312
2173,1062,583,1264,902,202,19.752
2174,1063,61,1088,903,908,9.264
2175,1064,567,1221,904,551,61.792
2176,1065,584,1265,905,984,45.68
2177,1065,584,1084,905,984,60.12
2178,1065,584,1125,905,984,41.72
2179,1065,584,423,905,984,71.6
2180,1066,171,339,906,826,85.232
2181,1066,171,430,906,826,44.4
2182,1066,171,1266,906,826,442.764
2183,1066,171,1151,906,826,3999.95
2184,1066,171,98,906,826,199.95
2185,1066,171,741,906,826,63.68
2186,1067,97,142,907,1274,54.896
2187,1068,585,175,908,892,29.0
2188,1069,583,1041,909,1283,70.08
2189,1069,583,72,909,1283,121.3
2190,1069,583,298,909,1283,1454.49
2191,1070,239,1267,891,874,60.81
2192,1071,276,1243,26,1040,153.552
2193,1071,276,1113,26,1040,65.34
2194,1071,276,1031,26,1040,123.92
2195,1071,276,1268,26,1040,35.1
2196,1071,276,1045,26,1040,44.75
2197,1072,370,135,910,1031,4.704
2198,1073,570,564,700,321,14.67
2199,1074,238,90,302,431,15.552
2200,1074,238,1222,302,431,5.232
2201,1075,300,346,136,143,22.2
2202,1075,300,203,136,143,881.93
2203,1076,458,316,67,587,6.096
2204,1076,458,1269,67,587,191.82
2205,1077,57,1002,911,521,20.104
2206,1078,345,1270,912,949,67.56
2207,1079,586,411,913,185,29.932
2208,1079,586,180,913,185,38.272
2209,1080,43,106,914,572,16.52
2210,1081,587,1271,915,307,832.93
2211,1081,587,237,915,307,43.8
2212,1082,147,1272,916,1027,167.292
2213,1083,350,906,792,1386,27.42
2214,1084,516,752,917,1335,1.44
2215,1084,516,306,917,1335,61.776
2216,1084,516,644,917,1335,241.96
2217,1084,516,1273,917,1335,108.608
2218,1085,588,1274,61,252,2.816
2219,1086,589,745,918,1270,9.984
2220,1086,589,356,918,1270,14.98
2221,1086,589,1119,918,1270,1145.6
2222,1087,590,1247,919,677,485.94
2223,1087,590,513,919,677,37.376
2224,1087,590,212,919,677,70.686
2225,1088,106,1275,920,1273,54.816
2226,1089,591,1276,217,777,72.294
2227,1090,157,805,921,1271,2.896
2228,1090,157,496,921,1271,124.792
2229,1091,412,1259,922,970,330.588
2230,1092,398,1179,923,82,673.568
2231,1092,398,1277,923,82,52.98
2232,1093,592,794,651,1238,526.45
2233,1094,582,1278,924,1251,228.92
2234,1095,265,1279,837,685,319.968
2235,1096,426,826,925,1400,205.03
2236,1097,565,622,926,596,190.86
2237,1097,565,1280,926,596,24.32
2238,1098,564,1281,265,893,44.4
2239,1099,320,1282,927,1171,44.4
2240,1100,593,451,928,1015,1016.792
2241,1100,593,1283,928,1015,38.136
2242,1101,565,904,475,1026,494.982
2243,1102,594,87,792,1386,56.56
2244,1102,594,450,792,1386,5.56
2245,1102,594,486,792,1386,9.02
2246,1102,594,23,792,1386,8.62
2247,1102,594,904,792,1386,659.976
2248,1103,595,1284,929,392,13.36
2249,1103,595,1125,929,392,41.72
2250,1103,595,615,929,392,11.52
2251,1103,595,1285,929,392,541.44
2252,1103,595,1232,929,392,19.44
2253,1104,452,137,245,804,143.7
2254,1105,429,337,930,609,43.26
2255,1105,429,1113,930,609,43.56
2256,1106,157,1286,44,956,437.85
2257,1106,157,860,44,956,109.48
2258,1107,60,378,931,1228,1212.96
2259,1107,60,1287,931,1228,18.54
2260,1108,596,660,657,649,5.0
2261,1108,596,696,657,649,371.97
2262,1109,597,578,932,689,166.24
2263,1110,598,575,933,1098,359.97
2264,1111,212,1288,934,1014,499.98
2265,1111,212,219,934,1014,5.28
2266,1111,212,926,934,1014,8.26
2267,1112,599,1289,935,1346,7.968
2268,1113,600,1290,936,1321,12.96
2269,1114,159,1291,937,1415,6.48
2270,1114,159,45,937,1415,6.984
2271,1115,150,370,99,1397,47.96
2272,1116,80,1292,938,602,199.74
2273,1117,140,1293,939,409,435.26
2274,1117,140,1294,939,409,1119.984
2275,1118,154,1295,582,265,143.432
2276,1118,154,24,582,265,122.352
2277,1119,216,855,940,168,306.2
2278,1119,216,978,940,168,85.98
2279,1119,216,202,940,168,223.96
2280,1120,601,1226,941,1364,97.568
2281,1120,601,993,941,1364,614.272
2282,1120,601,900,941,1364,199.98
2283,1121,525,321,382,942,48.16
2284,1122,228,180,942,408,23.92
2285,1122,228,1296,942,408,60.69
2286,1123,602,1297,943,824,14.352
2287,1124,395,1298,133,1382,35.04
2288,1125,122,1299,944,1213,17.48
2289,1126,573,837,213,1222,16.4
2290,1127,603,1300,945,1069,892.98
2291,1128,379,665,946,452,287.97
2292,1128,379,1072,946,452,595.38
2293,1128,379,779,946,452,12.96
2294,1129,426,501,90,642,4.95
2295,1130,525,72,66,1418,181.95
2296,1131,105,939,947,642,13.52
2297,1131,105,690,947,642,259.7
2298,1131,105,1301,947,642,42.95
2299,1131,105,652,947,642,1399.93
2300,1131,105,479,947,642,503.96
2301,1132,146,16,8,307,12.72
2302,1132,146,615,8,307,11.52
2303,1133,394,553,386,718,316.0
2304,1134,247,324,948,1321,723.92
2305,1134,247,259,948,1321,106.32
2306,1135,131,714,949,1053,141.372
2307,1136,100,753,950,557,27.216
2308,1137,604,476,951,1370,390.75
2309,1138,605,655,952,1223,280.792
2310,1138,605,81,952,1223,68.448
2311,1138,605,667,952,1223,88.04
2312,1138,605,1042,952,1223,15.872
2313,1138,605,436,952,1223,215.592
2314,1139,606,677,283,1262,14.62
2315,1139,606,78,283,1262,416.32
2316,1139,606,481,283,1262,43.0
2317,1139,606,1226,283,1262,182.94
2318,1139,606,845,283,1262,60.83
2319,1139,606,1302,283,1262,389.97
2320,1140,215,536,348,694,194.32
2321,1141,305,1303,635,1140,265.93
2322,1142,347,352,953,702,94.74
2323,1142,347,281,953,702,60.64
2324,1142,347,786,953,702,76.3
2325,1142,347,1000,953,702,364.8
2326,1143,607,1198,456,596,79.872
2327,1143,607,267,456,596,46.384
2328,1143,607,13,456,596,12.96
2329,1144,608,1304,954,1327,14.352
2330,1145,252,1305,865,696,547.136
2331,1146,157,194,955,963,41.96
2332,1146,157,1306,955,963,41.7
2333,1147,356,418,956,1141,277.4
2334,1147,356,610,956,1141,5.78
2335,1148,609,337,750,262,69.216
2336,1149,418,136,649,1405,10.86
2337,1149,418,1307,649,1405,426.79
2338,1150,303,1308,957,224,25.92
2339,1150,303,497,957,224,45.92
2340,1151,601,88,958,220,10.72
2341,1152,291,880,959,1010,41.86
2342,1153,40,1309,960,354,63.2
2343,1153,40,1303,960,354,113.97
2344,1154,489,233,961,197,123.552
2345,1155,392,1310,962,752,490.32
2346,1156,300,162,963,771,70.08
2347,1156,300,1311,963,771,1.272
2348,1156,300,899,963,771,557.585
2349,1157,88,621,964,1397,9.024
2350,1157,88,1312,964,1397,69.456
2351,1157,88,363,964,1397,10.86
2352,1157,88,1277,964,1397,79.47
2353,1157,88,60,964,1397,10.08
2354,1158,610,38,965,581,1552.831
2355,1158,610,142,965,581,137.24
2356,1158,610,1313,965,581,36.51
2357,1158,610,1314,965,581,239.976
2358,1159,292,216,966,69,1579.746
2359,1159,292,1300,966,69,1071.576
2360,1159,292,1169,966,69,613.908
2361,1159,292,1315,966,69,34.86
2362,1159,292,1316,966,69,155.04
2363,1160,168,1317,5,1167,13.71
2364,1161,145,442,963,771,127.88
2365,1161,145,1318,963,771,160.32
2366,1161,145,1024,963,771,46.0
2367,1162,553,1319,967,317,120.712
2368,1163,439,1011,968,1102,23.12
2369,1164,127,1320,969,962,532.704
2370,1164,127,1321,969,962,4.912
2371,1165,173,726,544,1249,252.0
2372,1166,293,1156,970,885,60.288
2373,1166,293,1322,970,885,2.632
2374,1166,293,1129,970,885,23.688
2375,1166,293,324,970,885,253.372
2376,1167,237,970,971,1085,5.67
2377,1168,475,1243,972,220,76.776
2378,1168,475,1323,972,220,9.184
2379,1169,455,1255,238,677,32.75
2380,1170,535,486,973,825,7.216
2381,1170,535,1324,973,825,49.568
2382,1170,535,29,973,825,54.712
2383,1171,611,1325,974,1145,176.04
2384,1171,611,1326,974,1145,16.02
2385,1171,611,921,974,1145,185.92
2386,1171,611,1327,974,1145,211.168
2387,1171,611,1328,974,1145,479.984
2388,1172,590,1329,975,683,7.86
2389,1172,590,1330,975,683,24.448
2390,1173,612,1331,976,677,6.48
2391,1173,612,1332,976,677,41.86
2392,1173,612,1333,976,677,1619.91
2393,1173,612,1147,976,677,113.92
2394,1174,395,398,977,775,39.68
2395,1175,602,1203,978,655,37.6
2396,1175,602,539,978,655,59.9
2397,1175,602,957,978,655,37.0
2398,1176,414,746,979,1287,5.76
2399,1176,414,22,979,1287,16.68
2400,1177,116,436,19,1313,628.81
2401,1177,116,1012,19,1313,56.45
2402,1178,549,954,980,1152,94.2
2403,1178,549,153,980,1152,28.4
2404,1179,448,1334,981,966,956.6648
2405,1180,208,696,982,1341,1115.91
2406,1180,208,462,982,1341,128.744
2407,1180,208,313,982,1341,79.92
2408,1181,613,1160,321,1081,24.2
2409,1181,613,1335,321,1081,359.976
2410,1182,337,1093,983,1143,211.84
2411,1183,358,1054,984,202,5.68
2412,1184,614,621,985,499,7.52
2413,1185,351,359,986,305,11.96
2414,1185,351,737,986,305,629.064
2415,1186,181,1319,987,1059,754.45
2416,1187,453,416,988,528,301.96
2417,1188,615,1201,989,1346,595.0
2418,1188,615,1198,989,1346,79.872
2419,1189,19,1336,619,840,2396.4
2420,1190,566,968,990,1374,63.56
2421,1190,566,1337,990,1374,99.99
2422,1191,616,83,991,807,230.376
2423,1191,616,671,991,807,9.664
2424,1192,604,722,55,1420,158.928
2425,1192,604,1312,55,1420,13.023
2426,1192,604,1338,55,1420,273.06
2427,1192,604,1229,55,1420,39.312
2428,1193,90,1339,992,860,1.344
2429,1193,90,1340,992,860,8.272
2430,1193,90,1074,992,860,12.544
2431,1194,177,3,993,1194,58.48
2432,1195,448,346,796,1423,7.4
2433,1196,617,1341,994,77,366.786
2434,1197,102,1260,995,1209,54.368
2435,1198,602,619,996,655,33.96
2436,1198,602,1342,996,655,826.11
2437,1199,245,72,997,1245,545.85
2438,1200,618,1343,998,311,145.98
2439,1200,618,863,998,311,35.808
2440,1201,518,628,999,1259,7.904
2441,1202,579,303,573,841,345.0
2442,1202,579,210,573,841,174.286
2443,1202,579,191,573,841,662.84
2444,1202,579,453,573,841,95.1
2445,1202,579,1344,573,841,26.88
2446,1202,579,958,573,841,257.98
2447,1203,563,756,1000,606,17.48
2448,1204,218,1154,1001,1000,492.835
2449,1205,201,436,926,595,269.49
2450,1206,38,1345,56,1005,29.12
2451,1207,592,1346,1002,1137,18.75
2452,1207,592,425,1002,1137,119.7
2453,1207,592,537,1002,1137,9.144
2454,1207,592,453,1002,1137,57.06
2455,1207,592,1045,1002,1137,71.6
2456,1207,592,1032,1002,1137,107.44
2457,1207,592,677,1002,1137,7.31
2458,1207,592,33,1002,1137,59.1
2459,1207,592,171,1002,1137,46.53
2460,1208,507,415,1003,1288,97.84
2461,1209,619,844,1004,532,29.97
2462,1209,619,801,1004,532,98.352
2463,1210,428,302,1005,1398,83.92
2464,1210,428,1317,1005,1398,14.624
2465,1210,428,820,1005,1398,136.99
2466,1210,428,396,1005,1398,3.15
2467,1211,178,1347,1006,1185,9.11
2468,1211,178,385,1006,1185,571.44
2469,1211,178,1348,1006,1185,32.4
2470,1211,178,1037,1006,1185,16.91
2471,1212,620,1349,121,722,14.272
2472,1212,620,1249,121,722,451.136
2473,1212,620,1267,121,722,64.864
2474,1213,419,1350,1007,1003,217.584
2475,1213,419,1351,1007,1003,82.95
2476,1213,419,1352,1007,1003,87.71
2477,1213,419,1342,1007,1003,1101.48
2478,1214,621,595,236,1308,1322.352
2479,1215,420,7,81,245,5.46
2480,1216,384,1353,1008,1231,11.184
2481,1216,384,83,1008,1231,153.584
2482,1217,118,750,1009,1419,1003.62
2483,1218,608,1354,1010,1301,35.168
2484,1218,608,343,1010,1301,1137.75
2485,1218,608,445,1010,1301,99.68
2486,1218,608,450,1010,1301,5.56
2487,1219,119,1355,663,356,85.52
2488,1219,119,1356,663,356,9.84
2489,1219,119,1284,663,356,20.04
2490,1220,622,1357,1011,620,631.96
2491,1220,622,1358,1011,620,23.92
2492,1221,45,1112,1012,336,90.24
2493,1222,623,1149,1013,312,4548.81
2494,1223,410,839,138,949,300.93
2495,1223,410,1150,138,949,719.96
2496,1224,624,406,1014,158,647.84
2497,1225,355,81,1000,607,64.17
2498,1225,355,634,1000,607,124.46
2499,1226,388,1225,336,838,9.584
2500,1227,420,1359,1015,1234,37.608
2501,1228,625,828,48,1229,12.224
2502,1228,625,615,48,1229,2.304
2503,1228,625,674,48,1229,9.36
2504,1229,626,1239,481,1014,7.38
2505,1230,108,231,1016,196,53.72
2506,1230,108,1360,1016,196,8187.65
2507,1230,108,222,1016,196,77.92
2508,1231,580,1361,1017,524,32.784
2509,1232,200,1362,567,1122,196.776
2510,1232,200,915,567,1122,479.94
2511,1233,586,1363,1018,1018,1117.92
2512,1234,609,937,1019,450,106.5
2513,1235,627,472,1020,1397,45.66
2514,1236,180,1049,450,1011,95.968
2515,1236,180,878,450,1011,47.992
2516,1237,414,547,1021,237,264.32
2517,1238,288,971,1022,308,604.656
2518,1239,62,785,1023,1183,129.93
2519,1240,523,1364,905,984,20.16
2520,1240,523,608,905,984,29.46
2521,1240,523,1365,905,984,868.59
2522,1240,523,90,905,984,12.96
2523,1240,523,896,905,984,5.5
2524,1240,523,1000,905,984,121.6
2525,1241,628,513,59,439,42.048
2526,1241,628,1366,59,439,25.488
2527,1241,628,1024,59,439,6.9
2528,1241,628,1233,59,439,9.648
2529,1241,628,1051,59,439,7.968
2530,1242,627,740,1024,286,10.368
2531,1243,138,1139,1025,218,114.2
2532,1243,138,1367,1025,218,17.96
2533,1243,138,1089,1025,218,12.67
2534,1243,138,107,1025,218,339.96
2535,1244,394,459,1026,1288,1801.632
2536,1245,629,104,1027,587,46.32
2537,1246,278,71,1028,375,181.986
2538,1246,278,1150,1028,375,431.976
2539,1246,278,1368,1028,375,155.37
2540,1247,614,300,1029,537,1348.704
2541,1247,614,285,1029,537,700.152
2542,1248,630,562,725,819,111.888
2543,1249,631,811,588,258,143.952
2544,1250,400,1369,1030,947,173.94
2545,1250,400,1239,1030,947,14.76
2546,1251,33,233,5,1167,205.92
2547,1251,33,431,5,1167,102.833
2548,1252,623,827,1031,567,2.304
2549,1252,623,1148,1031,567,1879.96
2550,1252,623,1185,1031,567,313.024
2551,1252,623,817,1031,567,5.04
2552,1253,456,1370,133,1384,821.88
2553,1253,456,1046,133,1384,21.96
2554,1254,44,816,1032,953,25.92
2555,1255,548,1371,1033,924,705.544
2556,1256,59,1372,13,607,50.0
2557,1257,309,1373,1034,977,51.712
2558,1258,131,1299,1035,427,6.992
2559,1259,613,1374,1036,493,1406.86
2560,1259,613,366,1036,493,15.75
2561,1259,613,766,1036,493,323.1
2562,1260,94,1187,18,696,9.216
2563,1260,94,1291,18,696,10.368
2564,1261,404,1375,1037,420,15.02
2565,1261,404,1037,1037,420,33.82
2566,1262,632,937,1038,1416,71.0
2567,1263,228,1376,1039,1366,25.12
2568,1263,228,1235,1039,1366,2665.62
2569,1264,408,43,233,1311,478.08
2570,1265,113,820,1040,1422,164.388
2571,1265,113,155,1040,1422,13.248
2572,1266,92,854,1041,1258,2.912
2573,1267,633,1288,1042,921,1399.944
2574,1268,599,794,924,1251,526.45
2575,1269,20,898,1043,315,16.23
2576,1269,20,670,1043,315,319.9
2577,1269,20,153,1043,315,11.36
2578,1269,20,1377,1043,315,675.12
2579,1270,175,1378,1044,22,62.82
2580,1270,175,855,1044,22,489.92
2581,1270,175,935,1044,22,19.44
2582,1270,175,1306,1044,22,16.68
2583,1270,175,1379,1044,22,155.35
2584,1270,175,1380,1044,22,12.42
2585,1270,175,540,1044,22,187.98
2586,1271,295,319,1045,644,6.608
2587,1272,268,842,1046,1242,248.57
2588,1272,268,1381,1046,1242,22.23
2589,1273,594,1199,1047,824,5.98
2590,1273,594,240,1047,824,246.168
2591,1274,340,1382,1030,947,14.136
2592,1274,340,1383,1030,947,601.47
2593,1275,277,1256,190,1389,79.1
2594,1275,277,801,190,1389,327.84
2595,1276,313,232,1048,1194,180.96
2596,1276,313,570,1048,1194,914.97
2597,1276,313,967,1048,1194,587.97
2598,1276,313,1245,1048,1194,530.34
2599,1276,313,1384,1048,1194,14.94
2600,1277,86,1307,1049,1174,121.94
2601,1277,86,355,1049,1174,122.71
2602,1278,634,812,1050,854,14.94
2603,1278,634,1385,1050,854,1349.85
2604,1278,634,1058,1050,854,136.784
2605,1278,634,678,1050,854,61.12
2606,1279,635,1066,1051,339,1.167
2607,1280,451,1386,1052,762,16.99
2608,1281,566,1387,523,318,24.672
2609,1281,566,396,523,318,2.52
2610,1281,566,4,523,318,1218.735
2611,1281,566,1239,523,318,5.904
2612,1281,566,784,523,318,15.696
2613,1281,566,535,523,318,6.096
2614,1282,636,793,896,817,41.568
2615,1283,637,371,745,107,230.28
2616,1283,637,32,745,107,18.288
2617,1284,334,1388,893,1152,5.78
2618,1284,334,674,893,1152,121.68
2619,1285,488,382,937,1417,4.17
2620,1285,488,1021,937,1417,67.04
2621,1285,488,254,937,1417,37.32
2622,1285,488,933,937,1417,18.45
2623,1286,638,1194,1053,326,25.92
2624,1287,639,1389,809,1356,11199.968
2625,1287,639,717,809,1356,2399.6
2626,1287,639,119,809,1356,63.9
2627,1287,639,510,809,1356,52.99
2628,1288,116,453,1054,1378,60.864
2629,1288,116,1390,1054,1378,652.995
2630,1288,116,1391,1054,1378,11.22
2631,1289,493,1232,1055,591,14.94
2632,1290,640,892,993,1196,39.96
2633,1290,640,1392,993,1196,42.624
2634,1290,640,158,993,1196,220.96
2635,1291,542,1393,1056,527,4.928
2636,1291,542,545,1056,527,7.23
